chrom	chromStart	chromEnd	name
chr10	78787609	78832992	BK_channel_a
chr10	78868294	78872166	Ion_trans_2
chr10	79552239	79555932	Guanylate_kin
chr10	79570856	79571725	dbPDZ_assoc
chr10	79571731	79572110	PDZ
chr10	79584147	79589134	PDZ
chr10	79589179	79590087	PDZ
chr10	79614025	79616636	Takusan
chr10	79739977	79759834	RNA_pol_Rpb1_5
chr10	79759852	79764527	RNA_pol_Rpb1_4
chr10	79764611	79770289	RNA_pol_Rpb1_3
chr10	79773407	79781417	RNA_pol_Rpb1_2
chr10	79781420	79789129	RNA_pol_Rpb1_1
chr10	79795268	79796975	Ribosomal_S24e
chr10	81063857	81065293	zf-MIZ
chr10	81107454	81113586	Pro_isomerase
chr10	81146136	81154157	zf-3CxxC_2
chr10	81192313	81192376	zf-CCHC_2
chr10	81272651	81272855	eIF-5a
chr10	81316967	81317279	Lectin_C
chr10	81373554	81373866	Lectin_C
chr10	81697610	81697922	Lectin_C
chr10	81697928	81700542	Surfac_D-trimer
chr10	81701160	81701773	Collagen
chr10	81702522	81706280	Collagen
chr10	81838527	81850640	DUF4499
chr10	81901839	81904660	PLAC9
chr10	81915626	81917755	Annexin
chr10	81923295	81925863	Annexin
chr10	81925890	81927021	Annexin
chr10	82033560	82036146	S-AdoMet_synt_C
chr10	82036149	82040453	S-AdoMet_synt_M
chr10	82040495	82049128	S-AdoMet_synt_N
chr10	82112234	82112351	Dpy-30
chr10	82122199	82122322	Dpy-30
chr10	82185633	82191768	AhpC-TSA_2
chr10	82249034	82277693	Tetraspannin
chr10	82369297	82394258	SH2
chr10	84711229	84733669	Neuregulin
chr10	85904652	85912074	Bax1-I
chr10	85933607	85944516	DUF4725
chr10	85955317	85957583	Cadherin
chr10	85958856	85962807	Cadherin
chr10	85962852	85967995	Cadherin
chr10	85968613	85972079	Cadherin
chr10	85972145	85973095	Cadherin
chr10	85984488	85984527	LRR_6
chr10	85984491	85984803	LRR_8
chr10	85992057	85992261	fn3
chr10	85992519	85993925	I-set
chr10	85992528	85993940	ig
chr10	85992558	85993928	Ig_3
chr10	85997024	85997174	LRR_8
chr10	85997207	85997381	LRR_8
chr10	86007366	86017651	7tm_1
chr10	87484319	87489293	Lig_chan-Glu_bd
chr10	88416001	88419070	7TM_GPCR_Srx
chr10	88416016	88422027	7TM_GPCR_Srsx
chr10	88416025	88421122	7tm_1
chr10	88428472	88439273	PDZ
chr10	88441447	88452320	DUF4749
chr10	88476502	88477856	LIM
chr10	88477871	88485907	LIM
chr10	88485919	88492715	LIM
chr10	88649925	88659613	Activin_recp
chr10	88672078	88676911	TGF_beta_GS
chr10	88676917	88683437	Pkinase_Tyr
chr10	88676920	88683434	Pkinase
chr10	88696511	88696871	C1q
chr10	88705145	88717136	EMI
chr10	88718454	88722724	Synuclein
chr10	88728313	88730318	Apolipoprotein
chr10	88768996	88769332	ArfGap
chr10	88769392	88769644	Ank_2
chr10	88769416	88769593	Ank_5
chr10	88769467	88769551	Ank_3
chr10	88769467	88769563	Ank
chr10	88780150	88784425	FAM25
chr10	88782105	88784347	ANAPC5
chr10	88818952	88822547	ELFV_dehydrog
chr10	88827837	88854190	ELFV_dehydrog_N
chr10	88930721	88950398	FAM35_C
chr10	88988042	88994453	NUT
chr10	89120260	89126669	NUT
chr10	89264915	89312088	His_Phos_2
chr10	89469045	89474569	APS_kinase
chr10	89474768	89501045	PUA_2
chr10	89501069	89505700	ATP-sulfurylase
chr10	89530717	89544425	AAA
chr10	89536173	89550067	RuvB_N
chr10	89692816	89692993	DSPc
chr10	89711943	89725064	PTEN_C2
chr10	90332798	90342932	NAD_binding_8
chr10	90350450	90353767	Abhydro_lipase
chr10	90353713	90366601	Abhydrolase_1
chr10	90427156	90428379	Abhydro_lipase
chr10	90427442	90438372	Abhydrolase_1
chr10	90484402	90490804	Abhydro_lipase
chr10	90486668	90497421	Hydrolase_4
chr10	90490747	90512447	Abhydrolase_1
chr10	90521267	90524231	Abhydro_lipase
chr10	90524174	90537939	Abhydrolase_1
chr10	90572861	90580162	Abhydrolase_1
chr10	90582748	90585833	Ank_5
chr10	90583036	90583135	Ank
chr10	90583039	90585866	Ank_2
chr10	90583072	90585860	Ank_4
chr10	90588360	90591774	Ank_2
chr10	90591594	90591690	Ank
chr10	90591603	90591690	Ank_3
chr10	90591624	90591783	Ank_4
chr10	90665250	90670738	USP8_dimer
chr10	90674307	90681114	JAB
chr10	90674376	90681138	Prok-JAB
chr10	90767512	90770300	TNFR_c6
chr10	90768695	90770347	TNFR_c6
chr10	90773892	90774138	Death
chr10	90966260	90966665	FA_hydroxylase
chr10	90974644	90988147	Abhydrolase_1
chr10	91065863	91065956	TPR_8
chr10	91066472	91066553	TPR_8
chr10	91098562	91098652	TPR_8
chr10	91098562	91098772	TPR_12
chr10	91098838	91098919	TPR_8
chr10	91099150	91099231	TPR_7
chr10	91099153	91099234	TPR_8
chr10	91099153	91099231	TPR_6
chr10	91099162	91099219	PPR
chr10	91099660	91099732	TPR_8
chr10	91143229	91143448	TPR_12
chr10	91143532	91143589	TPR_8
chr10	91144093	91144177	TPR_8
chr10	91144093	91144180	TPR_7
chr10	91162065	91162299	ANAPC5
chr10	91162191	91162413	TPR_12
chr10	91162494	91162554	TPR_8
chr10	91162494	91162524	NSF
chr10	91163052	91163115	TPR_4
chr10	91163343	91163439	TPR_8
chr10	91163343	91163430	TPR_10
chr10	91163346	91163442	TPR_7
chr10	91163376	91163427	Sel1
chr10	91177106	91177304	TPR_12
chr10	91177415	91177475	TPR_8
chr10	91177967	91178057	TPR_10
chr10	91177973	91178060	TPR_8
chr10	91177973	91178063	TPR_7
chr10	91178261	91178360	TPR_8
chr10	91178264	91178360	TPR_2
chr10	91192943	91198533	MFS_1
chr10	91196045	91222170	MFS_1
chr10	91468965	91479178	Kinesin
chr10	91468968	91470785	Microtub_bd
chr10	92631791	92656124	RNase_P_p30
chr10	92672709	92675936	Ank_5
chr10	92675299	92675395	Ank
chr10	92675302	92676020	Ank_2
chr10	92675308	92675398	Ank_3
chr10	92675541	92675628	Ank
chr10	92675574	92676020	Ank_4
chr10	92675927	92676017	Ank
chr10	92675930	92678699	Ank_2
chr10	92677524	92678702	Ank_4
chr10	92982679	93000290	zf-RING_UBOX
chr10	92982679	93000296	zf-C3HC4_2
chr10	92982679	93000296	zf-C3HC4
chr10	93021094	93024262	RAWUL
chr10	93252207	93272138	HECT
chr10	93389869	93390181	CBM_21
chr10	93389869	93390109	CBM53
chr10	93558528	93576958	Ank_2
chr10	93558591	93572927	Ank_5
chr10	93558621	93572795	Ank_3
chr10	93558624	93576898	Ank_4
chr10	93558624	93572807	Ank
chr10	93572813	93572906	Ank
chr10	93572819	93572897	Ank_3
chr10	93572867	93576958	Ank_5
chr10	93572909	93576916	Ank_3
chr10	93572912	93576958	Ank_4
chr10	93572912	93576928	Ank
chr10	93579695	93579779	Ank_3
chr10	93579698	93579788	Ank
chr10	93586809	93586887	Ank_3
chr10	93586809	93586902	Ank
chr10	93588154	93590766	Ank
chr10	93588160	93593717	Ank_2
chr10	93590863	93593753	Ank_4
chr10	93590923	93593747	Ank_5
chr10	93593630	93593717	Ank_3
chr10	93593630	93593717	Ank
chr10	93593750	93600458	Ank_2
chr10	93600335	93601130	Ank_5
chr10	93600368	93601103	Ank_4
chr10	93600368	93600452	Ank_3
chr10	93600371	93600461	Ank
chr10	93601040	93601955	Ank_2
chr10	93601049	93601124	Ank_3
chr10	93601049	93601133	Ank
chr10	93601097	93601982	Ank_5
chr10	93601142	93601955	Ank
chr10	93601145	93601979	Ank_4
chr10	93601145	93601943	Ank_3
chr10	93602000	93604743	Ank_2
chr10	93602096	93605568	Ank_5
chr10	93602123	93605535	Ank_4
chr10	93602126	93604737	Ank_3
chr10	93602129	93604746	Ank
chr10	93604749	93605664	Ank_2
chr10	93604752	93605568	Ank
chr10	93605550	93605691	Ank_5
chr10	93605574	93605664	Ank
chr10	93605577	93605694	Ank_4
chr10	93609282	93611077	SAM_1
chr10	93609285	93611077	SAM_2
chr10	93614856	93622723	PARP
chr10	93667952	93668687	FGF-BP1
chr10	93741399	93753558	DUF3535
chr10	93768621	93778584	SNF2_N
chr10	93784566	93786505	Helicase_C
chr10	93812013	93841082	CEBP_ZZ
chr10	93851686	93904747	RRM_7
chr10	93870892	93904738	RRM_1
chr10	94070895	94071060	RINGv
chr10	94223581	94230100	Peptidase_M16_C
chr10	94266276	94274749	Peptidase_M16_C
chr10	94291532	94297186	Peptidase_M16
chr10	94353168	94368905	Microtub_bd
chr10	94408166	94413541	Microtub_bind
chr10	94452186	94452500	Homeobox
chr10	94821167	94828337	p450
chr10	94833823	94836977	p450
chr10	95066737	95072785	Ferlin_C
chr10	95072941	95082923	C2
chr10	95089473	95093574	C2
chr10	95107437	95109717	C2
chr10	95111292	95113631	C2
chr10	95129467	95132842	FerB
chr10	95134597	95137156	FerA
chr10	95161232	95162072	FerI
chr10	95162632	95169332	C2
chr10	95191206	95241948	C2
chr10	95266795	95275245	EABR
chr10	95326645	95347243	7tm_1
chr10	95353628	95360557	Lipocalin
chr10	95353640	95360686	Lipocalin_2
chr10	95372713	95380680	GAF
chr10	95381730	95395280	GAF
chr10	95443820	95452473	Fra10Ac1
chr10	95537360	95549910	LRR_1
chr10	95552587	95552659	LRRCT
chr10	95552944	95553067	EPTP
chr10	95553082	95556822	EPTP
chr10	95556834	95556975	EPTP
chr10	95556981	95557128	EPTP
chr10	95557143	95557266	EPTP
chr10	95557275	95557401	EPTP
chr10	95557413	95557533	EPTP
chr10	95658356	95660752	EamA
chr10	95660815	95661202	EamA
chr10	95719260	95719671	Ssl1
chr10	95719359	95719671	VWA_2
chr10	95719971	95720814	PIP5K
chr10	96022414	96025568	EF-hand_like
chr10	96025616	96033435	PI-PLC-X
chr10	96058224	96064309	PI-PLC-Y
chr10	96064393	96068345	C2
chr10	96081720	96084318	RA
chr10	96097598	96100235	CBF
chr10	96112094	96114776	NOC3p
chr10	96260026	96291091	RabGAP-TBC
chr10	96350437	96354580	HDA2-3
chr10	96352015	96354499	Helicase_C
chr10	96796896	96829072	p450
chr10	96961774	96988514	AMP-binding
chr10	96997741	96998350	LIM
chr10	96998428	97023742	DUF4749
chr10	97031394	97050660	PDZ
chr10	97074827	97078182	SH3_2
chr10	97074830	97078176	SH3_9
chr10	97074845	97078179	SH3_1
chr10	97098979	97101095	SH3_2
chr10	97098982	97101092	SH3_9
chr10	97098997	97101095	SH3_1
chr10	97101320	97106194	SH3_9
chr10	97101320	97106200	SH3_2
chr10	97101335	97106197	SH3_1
chr10	97144031	97158830	Sorb
chr10	97387289	97402841	AA_kinase
chr10	97443311	97453222	DUF1619
chr10	97583097	97626017	GDA1_CD39
chr10	97810012	97816606	Cyclin_N
chr10	97816609	97817623	Cyclin_C
chr10	97951812	97959890	SH2
chr10	98064344	98078238	BRCT
chr10	98079132	98082425	HHH_8
chr10	98082482	98087247	DNA_pol_lambd_f
chr10	98087262	98092116	DNA_pol_B_palm
chr10	98087313	98092200	NTP_transf_2
chr10	98092326	98097975	DNA_pol_B_thumb
chr10	98127886	98130070	CUB
chr10	98133365	98136571	CUB
chr10	98138730	98144344	EGF_CA
chr10	98144350	98145967	CUB
chr10	98146713	98146812	FXa_inhibition
chr10	98146713	98146833	EGF_CA
chr10	98146740	98146794	hEGF
chr10	98154950	98155772	CUB
chr10	98156946	98170229	CUB
chr10	98172949	98205851	Astacin
chr10	98411038	98416584	DBB
chr10	98715430	98715559	HTH_psq
chr10	98743481	98744885	DUF4553
chr10	98762510	98762576	hEGF
chr10	98762642	98764580	Laminin_G_1
chr10	98762648	98764577	Laminin_G_2
chr10	98766347	98766413	hEGF
chr10	98766473	98770832	EGF
chr10	98770751	98770817	hEGF
chr10	98770853	98773562	EGF
chr10	98770865	98773541	hEGF
chr10	98773586	98773860	EGF
chr10	98773788	98773845	hEGF
chr10	98773881	98778410	EGF
chr10	98773893	98778395	hEGF
chr10	98778434	98778826	EGF
chr10	98778742	98778811	hEGF
chr10	98781010	98781082	LRRCT
chr10	98781148	98799758	LRR_8
chr10	98781157	98797465	LRR_5
chr10	98799761	98799845	LRRNT
chr10	98802661	98802739	LRRCT
chr10	98802805	98806493	LRR_8
chr10	98802811	98806779	LRR_5
chr10	98806460	98807454	LRR_8
chr10	98807463	98807544	LRRNT
chr10	98808712	98808787	LRRCT
chr10	98808856	98819287	LRR_8
chr10	98808862	98820404	LRR_5
chr10	98817016	98820407	LRR_8
chr10	98820413	98820494	LRRNT
chr10	98823212	98823290	LRRCT
chr10	98917624	98945248	LRR_8
chr10	98945251	98945335	LRRNT
chr10	99019158	99024613	RhoGAP
chr10	99079210	99079927	GSK-3_bind
chr10	99093696	99094329	GSK-3_bind
chr10	99133344	99141153	NUC173
chr10	99186079	99190380	His_Phos_1
chr10	99190720	99192155	His_Phos_1
chr10	99197023	99200956	EXOSC1
chr10	99205515	99205721	ECR1_N
chr10	99212195	99215501	DHHC
chr10	99218567	99219277	HEAT_2
chr10	99227337	99243873	MMS19_N
chr10	99327675	99329977	UBD
chr10	99330043	99330253	Rad60-SLD
chr10	99330046	99330259	ubiquitin
chr10	99338287	99342456	Ank_2
chr10	99340614	99342426	Ank_4
chr10	99340617	99340707	Ank
chr10	99341078	99341159	Ank_3
chr10	99341078	99341171	Ank
chr10	99341081	99342378	Ank_5
chr10	99342080	99342426	Ank_4
chr10	99342080	99342456	Ank_2
chr10	99342080	99342167	Ank
chr10	99342363	99342447	Ank
chr10	99361744	99433346	PI3_PI4_kinase
chr10	99376142	99376474	MORN
chr10	99376480	99377032	MORN
chr10	99377032	99393104	MORN
chr10	99439437	99439656	TC1
chr10	99473708	99474110	MARVEL
chr10	99512926	99519051	FYVE
chr10	99527354	99529446	NTR
chr10	99531113	99531434	Fz
chr10	99619262	99625349	Erf4
chr10	99640009	99642543	EGF_CA
chr10	99644058	99655116	UnbV_ASPIC
chr10	99661306	99667857	VCBS
chr10	100010825	100013548	Lysyl_oxidase
chr10	100015340	100016692	SRCR
chr10	100017433	100017900	SRCR
chr10	100018828	100020821	SRCR
chr10	100021851	100022662	SRCR
chr10	100150491	100152806	Amino_oxidase
chr10	100167398	100174778	NAD_binding_8
chr10	101089828	101090365	DUF21
chr10	101090638	101117375	CBS
chr10	101294827	101294998	Homeobox
chr10	101370632	101370923	Mito_carr
chr10	101370938	101373462	Mito_carr
chr10	101373492	101379882	Mito_carr
chr10	101474388	101489371	COX15-CtaA
chr10	101496019	101514362	CutC
chr10	101559065	101567950	ABC_membrane
chr10	101571354	101578639	ABC_tran
chr10	101591418	101601796	ABC_membrane
chr10	101604186	101610440	ABC_tran
chr10	101636925	101637081	SH3_2
chr10	101636928	101637084	SH3_9
chr10	101636937	101637084	SH3_1
chr10	101646059	101656083	BAR
chr10	101657867	101668802	RhoGEF
chr10	101716333	101716489	SH3_2
chr10	101716336	101716483	SH3_9
chr10	101716351	101716486	SH3_1
chr10	101716630	101716759	SH3_9
chr10	101716630	101716750	SH3_2
chr10	101716645	101716777	SH3_1
chr10	101716861	101728929	SH3_2
chr10	101728980	101731860	SH3_1
chr10	101802315	101814194	CarboxypepD_reg
chr10	101816793	101841283	Peptidase_M14
chr10	101825121	101829596	DUF2817
chr10	101923788	101945305	Band_7
chr10	101949363	101950715	IKKbetaNEMObind
chr10	101977817	101989241	Pkinase
chr10	101978560	101989241	Pkinase_Tyr
chr10	101992995	101996651	CwfJ_C_2
chr10	101995518	102005562	CwfJ_C_1
chr10	102035236	102045899	BLOC1_2
chr10	102053085	102056856	Ion_trans
chr10	102053094	102059386	PKD_channel
chr10	102239648	102242516	wnt
chr10	102268808	102269114	WD40
chr10	102283596	102289560	NDUF_B8
chr10	102295871	102306338	Cupin_8
chr10	102304715	102306329	Cupin_4
chr10	102509504	102539264	PAX
chr10	102568926	102587377	Pax2_C
chr10	102685711	102707574	FAM178
chr10	102732932	102740441	Sema
chr10	102740629	102740928	PSI
chr10	102746694	102747074	L51_S25_CI-B8
chr10	102749122	102750722	AAA_25
chr10	102749143	102753096	DnaB_C
chr10	102749155	102753042	ATPase
chr10	102749185	102750710	AAA_22
chr10	102765460	102766820	Fez1
chr10	102768523	102770059	PDZ
chr10	102781557	102782021	PDZ
chr10	102783245	102783793	PDZ
chr10	102794493	102799339	Mtc
chr10	102822505	102822673	IGFBP
chr10	102822721	102822853	Kazal_1
chr10	102822724	102822853	Kazal_2
chr10	102824019	102824356	Ig_3
chr10	102824019	102824395	I-set
chr10	102824061	102824377	ig
chr10	102893966	102896451	Homeobox
chr10	102987326	102987497	Homeobox
chr10	103281485	103281602	Beta-TrCP_D
chr10	103285783	103285897	F-box-like
chr10	103285783	103285900	F-box
chr10	103292120	103292717	WD40
chr10	103292729	103294427	WD40
chr10	103294574	103295119	WD40
chr10	103295134	103296309	WD40
chr10	103296318	103298068	WD40
chr10	103298110	103310542	WD40
chr10	103339215	103339434	DNA_pol_B_thumb
chr10	103339452	103342558	DNA_pol_B_palm
chr10	103342564	103343321	DNA_pol_lambd_f
chr10	103343375	103344493	HHH_8
chr10	103348108	103369195	DPCD
chr10	103371408	103371522	WD40
chr10	103427731	103432758	WD40
chr10	103454181	103454313	F-box-like
chr10	103454184	103454310	F-box
chr10	103530208	103534585	FGF
chr10	103542018	103543039	Nucleoplasmin
chr10	103559210	103577593	NAGidase
chr10	103587451	103588196	EF-hand_7
chr10	103587457	103588441	EF-hand_8
chr10	103587460	103587657	EF-hand_5
chr10	103587726	103588193	EF-hand_1
chr10	103587729	103588193	EF-hand_6
chr10	103587744	103588193	EF-hand_5
chr10	103588003	103588441	EF-hand_8
chr10	103588009	103588193	EF-hand_5
chr10	103825231	103827550	HPS6
chr10	103869183	103870870	LIM_bind
chr10	103908588	103908995	RRM_1
chr10	103921610	103922014	SRP40_C
chr10	103986395	103988991	ELO
chr10	103990354	103990408	OAR
chr10	103990822	103991479	Homeobox
chr10	104119969	104121639	Sec7_N
chr10	104123546	104127987	Sec7
chr10	104156219	104157441	RHD_DNA_bind
chr10	104157760	104158270	RHD_dimer
chr10	104159443	104160208	Ank_2
chr10	104159948	104160109	Ank_3
chr10	104159948	104160121	Ank
chr10	104160139	104160956	Ank_2
chr10	104160736	104160953	Ank_3
chr10	104160736	104160959	Ank
chr10	104161533	104161879	Death
chr10	104164432	104165157	PH_9
chr10	104164444	104165160	PH
chr10	104166990	104172223	Sec7
chr10	104181111	104181225	F-box
chr10	104181987	104182570	LRR_6
chr10	104183791	104183902	CUE
chr10	104228852	104230824	MFS_2
chr10	104231063	104238840	MFS_2
chr10	104240625	104262380	Actin
chr10	104356896	104389876	SUFU_C
chr10	104404416	104404533	zf-RING_UBOX
chr10	104404416	104404539	zf-C3HC4_4
chr10	104404416	104404539	zf-C3HC4_2
chr10	104404416	104404539	zf-C3HC4
chr10	104486435	104497516	Mtc
chr10	104557785	104572428	WBP-1
chr10	104614043	104622669	BORCS7
chr10	104632244	104638170	Methyltransf_31
chr10	104632250	104636731	Ubie_methyltran
chr10	104632250	104632934	PCMT
chr10	104632253	104636719	Methyltransf_25
chr10	104632253	104636767	Methyltransf_23
chr10	104632256	104636725	Methyltransf_12
chr10	104632256	104636731	Methyltransf_11
chr10	104632337	104636752	Methyltransf_8
chr10	104679017	104679530	DUF21
chr10	105005768	105006353	Ribul_P_3_epim
chr10	105036998	105037244	Filament_head
chr10	105037244	105048144	Filament
chr10	105108513	105108717	zf-C3HC4_2
chr10	105108513	105108717	zf-C3HC4
chr10	105108519	105108717	zf-RING_UBOX
chr10	105133176	105138205	TFIID_NTD2
chr10	105139773	105141558	WD40
chr10	105143062	105145131	WD40
chr10	105145143	105146938	WD40
chr10	105146953	105147067	WD40
chr10	105147076	105147361	WD40
chr10	105147379	105147794	WD40
chr10	105151974	105152214	ATP_synth_reg
chr10	105174066	105176292	S1
chr10	105176367	105177608	S1
chr10	105179387	105181221	S1
chr10	105185076	105185265	S1
chr10	105203054	105203707	PPR
chr10	105203725	105205294	Suf
chr10	105207118	105209680	Ca_hom_mod
chr10	105215294	105218505	Ca_hom_mod
chr10	105233251	105238789	Ca_hom_mod
chr10	105330735	105331578	Neuralized
chr10	105344528	105349272	Neuralized
chr10	105349958	105350102	zf-C3HC4_3
chr10	105362301	105362427	SH3_1
chr10	105363477	105365602	SH3_1
chr10	105372901	105377063	SH3_2
chr10	105372904	105377054	SH3_9
chr10	105372916	105377048	SH3_1
chr10	105386900	105420828	SH3_9
chr10	105386900	105420834	SH3_2
chr10	105386912	105420822	SH3_1
chr10	105659820	105670342	tRNA_anti-codon
chr10	105664858	105677223	Stn1
chr10	105727605	105761213	Pkinase
chr10	105727611	105759706	Pkinase_Tyr
chr10	105778591	105781410	PKK
chr10	105792040	105792709	Collagen
chr10	105803595	105807845	Collagen
chr10	105812795	105815148	Collagen
chr10	105882781	105885432	Mei5
chr10	105926368	105927477	DUF3835
chr10	106014955	106019475	GST_N
chr10	106014964	106019490	GST_N_3
chr10	106014976	106019475	GST_N_2
chr10	106019511	106027091	GST_C_3
chr10	106019535	106027061	GST_C
chr10	106022784	106027052	GST_C_2
chr10	106039187	106058922	GST_C_2
chr10	106074369	106074726	Mab-21
chr10	106974317	106976858	PKD
chr10	108412238	108434835	Sortilin_C
chr10	111624956	111628446	Peptidase_M24_C
chr10	111629728	111640620	Peptidase_M24
chr10	111640623	111647861	Creatinase_N_2
chr10	111647879	111667532	Creatinase_N
chr10	111876096	111881870	Aldolase_II
chr10	111988074	112039680	HLH
chr10	112055075	112058473	SMN
chr10	112257906	112262501	Rhodanese
chr10	112266719	112269974	DSPc
chr10	112266797	112269926	Y_phosphatase
chr10	112328761	112335128	AAA_21
chr10	112350247	112352944	SMC_hinge
chr10	112544629	112559658	RRM_5
chr10	112645061	112649335	MA3
chr10	112650422	112655813	MA3
chr10	112660141	112677879	BBIP10
chr10	112696655	112696943	Ribosomal_L13
chr10	112724485	112724659	LRR_8
chr10	112724620	112724740	LRR_4
chr10	112724692	112760219	LRR_8
chr10	112745456	112767294	LRR_5
chr10	112760180	112764414	LRR_8
chr10	112760255	112764375	LRR_1
chr10	112767339	112769566	LRR_8
chr10	112767402	112769113	LRR_4
chr10	112769065	112769116	LRR_1
chr10	112769137	112771411	LRR_8
chr10	112771378	112771429	LRR_1
chr10	112837925	112838315	7tm_4
chr10	112837925	112838300	7TM_GPCR_Srx
chr10	112837931	112838297	7TM_GPCR_Srsx
chr10	112837946	112839077	7tm_1
chr10	113928111	113932739	Acyltransferase
chr10	114044309	114059255	Zona_pellucida
chr10	114164300	114185143	AMP-binding
chr10	114190615	114192276	SH3_2
chr10	114198099	114203346	DHHC
chr10	114207164	114286851	V-SNARE
chr10	114911529	114912181	HMG_box
chr10	114911532	114912154	HMG_box_2
chr10	115335660	115335750	EGF
chr10	115337795	115337891	EGF
chr10	115338396	115340441	Kringle
chr10	115349520	115350390	Nebulin
chr10	115350504	115350585	Nebulin
chr10	115365604	115365981	Nebulin
chr10	115372154	115373986	Nebulin
chr10	115374019	115374639	Nebulin
chr10	115381792	115381858	Nebulin
chr10	115383359	115384629	Nebulin
chr10	115384662	115385847	Nebulin
chr10	115391333	115391666	Nebulin
chr10	115391687	115392890	Nebulin
chr10	115392914	115393921	Nebulin
chr10	115405664	115406729	Nebulin
chr10	115410268	115411612	Nebulin
chr10	115422521	115423626	LIM
chr10	115480881	115489290	Peptidase_C14
chr10	115526237	115528601	PH
chr10	115594976	115601245	DRMBL
chr10	115618339	115636467	Thioredoxin_8
chr10	115639376	115639454	NHL
chr10	115662277	115663294	NHL
chr10	115663381	115663465	NHL
chr10	115804101	115804668	7TM_GPCR_Srx
chr10	115804107	115805058	7TM_GPCR_Srsx
chr10	115804113	115805022	7tm_1
chr10	115804329	115805055	7TM_GPCR_Srv
chr10	115959054	115961257	zf-MYND
chr10	115962914	115964501	TUDOR
chr10	115970428	115973106	TUDOR
chr10	115973794	115978342	TUDOR
chr10	115981153	115986832	TUDOR
chr10	116014696	116037742	VWA
chr10	116014699	116032610	VWA_2
chr10	116044626	116044704	EGF
chr10	116044641	116044701	hEGF
chr10	116045726	116046218	VWA
chr10	116045729	116046056	VWA_2
chr10	116048716	116049175	VWA
chr10	116048719	116049052	VWA_2
chr10	116050021	116050114	EGF
chr10	116050030	116050111	EGF_CA
chr10	116050036	116050102	hEGF
chr10	116062210	116064669	PH
chr10	116070184	116075375	PH
chr10	116195992	116196129	VHP
chr10	116196100	116251553	AbLIM_anchor
chr10	116304802	116307533	LIM
chr10	116331083	116335266	LIM
chr10	116335260	116361670	LIM
chr10	116593098	116606404	RAI16-like
chr10	116702432	116734116	TruB_N
chr10	116853785	116887483	CUB
chr10	116925366	116930878	Kelch_5
chr10	116925375	116930893	Kelch_6
chr10	116925375	116930902	Kelch_2
chr10	116975507	117001369	Kelch_4
chr10	117024722	117026340	Kelch_5
chr10	117024722	117026337	Kelch_1
chr10	117061402	117061549	PSI
chr10	117075029	117075110	PSI_integrin
chr10	117075032	117075245	PSI
chr10	117093793	117093925	Laminin_EGF
chr10	117853216	117884775	GDNF
chr10	117884802	117885042	GDNF
chr10	118030343	118030583	GDNF
chr10	118231296	118236635	PLAT
chr10	118306807	118318791	Lipase
chr10	118319935	118327280	PLAT
chr10	118363549	118368604	PLAT
chr10	118383458	118396424	Lipase
chr10	118397893	118404584	PLAT
chr10	118615169	118618501	Enolase_N
chr10	118620590	118639493	Enolase_C
chr10	118894052	118896111	Homeobox
chr10	118960743	118969120	Ion_trans_2
chr10	118969519	118969744	Ion_trans_2
chr10	119043591	119043723	C1_1
chr10	119044902	119049811	PDZ_2
chr10	119044920	119049859	PDZ
chr10	119305198	119307617	Homeobox
chr10	119768550	119768694	RBD-FIP
chr10	119800063	119805635	C2
chr10	120353709	120354543	7TM_GPCR_Srsx
chr10	120353751	120354528	7tm_1
chr10	120354012	120354555	7tm_4
chr10	120789952	120790111	zf-nanos
chr10	120818870	120824937	PCI
chr10	120871436	120889121	SPA
chr10	120877130	120882996	Avl9
chr10	120900759	120925051	Mtc
chr10	120928003	120928754	1-cysPrx_C
chr10	120928787	120934069	Redoxin
chr10	120928814	120936557	AhpC-TSA
chr10	121140337	121184574	RGS
chr10	121189911	121207712	Pkinase
chr10	121189914	121207661	Pkinase_Tyr
chr10	121259708	121286865	RGS
chr10	121336639	121337186	RRM_1
chr10	121338286	121341510	RRM_1
chr10	121341726	121355947	RRM_1
chr10	121411250	121411343	WW
chr10	121436341	121436554	BAG
chr10	121510637	121564899	Syja_N
chr10	121571354	121582641	hSac2
chr10	121591021	121619349	MCM_bind
chr10	121679015	121680478	SAM_1
chr10	121689139	121693240	DDHD
chr10	123243241	123260460	Pkinase_Tyr
chr10	123243247	123260451	Pkinase
chr10	123276839	123279642	I-set
chr10	123276869	123279627	ig
chr10	123276878	123279639	Ig_3
chr10	123298109	123310917	I-set
chr10	123298136	123310938	ig
chr10	123298136	123310929	Ig_2
chr10	123298148	123310929	Ig_3
chr10	123324961	123325192	I-set
chr10	123324997	123325195	Ig_3
chr10	123673365	123687907	ATE_N
chr10	123718883	123721021	Nse4_C
chr10	123727264	123730558	Nse4-Nse3_bdg
chr10	123997005	124013550	TACC
chr10	124152743	124166183	PH
chr10	124175479	124186508	PH
chr10	124221276	124221435	IGFBP
chr10	124221495	124221633	Kazal_2
chr10	124221495	124221579	Kazal_1
chr10	124269634	124273794	PDZ_2
chr10	124271510	124273794	PDZ
chr10	124335943	124336237	SRCR
chr10	124339122	124339416	SRCR
chr10	124342144	124342438	SRCR
chr10	124345604	124345898	SRCR
chr10	124348488	124348782	SRCR
chr10	124351816	124352110	SRCR
chr10	124354847	124355141	SRCR
chr10	124358318	124358612	SRCR
chr10	124361341	124361635	SRCR
